id	group	value
293	control	91.15952864583683
294	control	112.74403145531537
295	control	105.35523228947571
296	control	89.60635607109019
297	control	113.49399813149876
298	control	104.60949281314915
299	control	112.1929317825844
300	control	109.44443262885419
301	control	87.56507483616892
302	control	91.59728439704546
303	control	111.20940407684893
304	control	109.15555398150197
305	control	99.68647609053778
306	control	101.75991074963173
307	control	119.16497343682637
308	control	91.12642916746255
309	control	108.20646071755057
310	control	96.9671102134916
311	control	96.7347819515917
312	control	116.48165277980786
313	control	112.38124523482045
314	control	112.20264454000957
315	control	119.58218210731494
316	control	100.31505762449139
317	control	110.22929456942445
318	control	95.34599865109816
319	control	104.86249528732664
320	control	98.04785418448473
321	control	101.45493947489078
322	control	108.92735538155371
323	control	87.72668975149791
324	control	131.3858091352819
325	control	84.90973927750447
326	control	81.78717080818402
327	control	117.37166310250102
328	control	111.87494040944404
329	control	109.36179725578234
330	control	109.4251826389642
331	control	99.81629840729629
332	control	86.54118442771252
333	control	101.1370683729059
334	control	89.84257432731832
335	control	114.62679600126627
336	control	97.79413927746792
337	control	87.61754204811233
338	control	95.1792123752051
339	control	106.19397181413436
340	control	91.54413170794038
341	control	87.66669406650352
342	control	103.65530817237868
343	control	103.67449856663085
344	control	92.39585236943306
345	control	92.93442541572516
346	control	103.48074906036454
347	control	78.27873487754013
348	control	78.88804338435168
349	control	89.22333668121345
350	control	96.7982927243223
351	control	104.66361348397007
352	control	122.13034325424329
353	control	112.86489434803029
354	control	97.60092205054859
355	control	99.71475688145966
356	control	84.96205953043287
357	control	99.72230296011415
358	control	95.67012041619793
359	control	104.84077840507135
360	control	87.59153584671516
361	control	107.79019771361759
362	control	122.99108369503867
363	control	98.36859777314713
364	control	106.02567583148412
365	control	110.35215987566669
366	control	93.98169292171245
367	control	103.36138722715626
368	control	100.18888601172692
369	control	101.46514147823248
370	control	88.404853242168
371	control	100.36765261388415
372	control	107.46997436868175
373	control	121.76715411692562
374	control	114.3890623912781
375	control	132.29773686267333
376	control	88.48978655667926
377	control	113.08480955081018
378	control	102.75013008607527
379	control	132.8470439982651
380	control	87.87552571967272
381	control	87.40417236728835
382	control	91.00911031833967
383	control	68.1415641353529
384	control	92.11367467478858
385	control	88.61301007669454
386	control	102.25590679714311
387	control	105.12633963665739
388	control	128.1425625882383
389	control	114.25635757279075
390	control	91.34644516506395
391	control	86.52377992977463
392	control	107.37878757259759
393	control	80.19650189469037
394	control	127.47188148781531
395	control	117.69160181081931
396	control	92.96236521842943
397	control	74.30298206363683
398	control	120.3080856124812
399	control	98.28190232121074
400	control	118.56724467960193
401	control	76.0835851180845
402	control	91.0093746556934
403	control	100.07865549577275
404	control	100.70470890647113
405	control	93.24901792781135
406	control	109.34274898521248
407	control	83.98569355926108
408	control	97.8643077246806
409	control	101.80443447567848
410	control	107.71658251088124
411	control	110.67422317133335
412	control	83.13036862243196
413	control	76.98828743896567
414	control	119.16515232847763
415	control	104.98471017969388
416	control	88.7727019516517
417	control	123.26727963283784
418	control	101.73511951439288
419	control	117.6894577609574
420	control	101.01277722115164
421	control	130.9112188732298
422	control	126.33011263664807
423	control	96.2655377728139
424	control	114.57356426431534
425	control	109.68063924377721
426	control	120.52947336298523
427	control	85.52614809129844
428	control	110.29077189997659
429	control	115.87636730274382
430	control	73.61890770365329
431	control	82.25112231001337
432	control	69.4115173335985
433	control	95.95889748333164
434	control	110.76313383693943
435	control	122.53535578144042
436	control	101.11142170629662
437	control	124.42923318356938
438	control	79.29847812677663
439	control	74.44926340967268
440	control	99.16678451655072
441	control	105.76098173408961
442	control	99.5095787785886
443	control	68.98836849940184
444	control	98.66319940730817
445	control	80.4329574924272
446	control	110.04508823245058
447	control	105.49897369145272
448	control	85.90180320508966
449	control	92.2919962399496
450	control	84.11179717166573
451	control	99.05981354090243
452	control	114.32713480751858
453	control	85.21410930496684
454	control	107.56069773276766
455	control	92.04613572441339
456	control	88.10690751606484
457	control	98.39454460068163
458	control	84.4713651637094
459	control	91.69526041979228
460	control	82.03183161116728
461	control	129.47087699374583
462	control	100.52895327957593
463	control	89.50411738011121
464	control	103.20969866101333
465	control	98.31507925463755
466	control	96.68545600700166
467	control	109.21250050065137
468	control	111.36261565070957
469	control	92.04248278584208
470	control	91.3627263903298
471	control	95.87422454272534
472	control	65.47118252896622
473	control	77.27213406702171
474	control	120.50311401166786
475	control	124.67451570251926
476	control	96.26445940665432
477	control	108.6483544458365
478	control	104.66875231815304
479	control	146.18321212682855
480	control	116.79362367151865
481	control	98.0812361277885
482	control	85.66689339099361
483	control	75.90330519613642
484	control	103.05195453800835
485	control	88.65473882073545
486	control	78.66619435603488
487	control	90.3014067363621
488	control	83.77677994578407
489	control	125.30712452608847
490	control	113.22459635424175
491	control	99.88041038025074
492	control	122.19916208335039
493	control	101.16052461471428
494	control	87.08073698007604
495	control	122.84686115904486
496	control	108.08365065526988
497	control	84.44130768510315
498	control	97.14491982874588
499	control	86.86572619922865
500	control	79.25800403553495
501	control	113.89266321297463
502	control	128.64124960705195
503	control	79.02148639271289
504	control	108.44453855035856
505	control	90.24036146317259
506	control	92.69311924352957
507	control	91.11409113641696
508	control	87.04013845480276
509	control	100.7278244191724
510	control	87.53574825383444
511	control	104.05685238669759
512	control	99.24642835826295
513	control	96.41577929700385
514	control	86.38654506937603
515	control	91.34843004147501
516	control	111.33086838738635
517	control	107.5137578143657
518	control	85.33667132802174
519	control	101.48998458143839
520	control	111.27080685057683
521	control	74.95892078317942
522	control	108.15040288569902
523	control	90.0606436158123
524	control	108.5589800288974
525	control	88.55111265186224
526	control	72.92676849003222
527	control	75.58686343175256
528	control	100.72127419992073
529	control	103.89583752582223
530	control	86.43525062343387
531	control	109.57888688166061
532	control	75.0771990659656
533	control	99.00880302029024
534	control	81.83475700356315
535	control	90.22245838296762
536	control	100.71098006974621
537	control	87.09379952074072
538	control	94.23166683655262
539	control	115.0943921382166
540	control	91.34662195715276
541	control	112.53538168097712
542	control	83.05439718013574
543	control	107.94706266872925
544	control	121.6235293098685
545	control	62.92533249809066
546	control	88.04657116794284
547	control	108.6560819077081
548	control	96.9543192093551
549	control	105.56718810056964
550	control	90.94022219926269
551	control	101.2988468120935
552	control	97.66484146911881
553	control	117.5167309248971
554	control	103.8163126495182
555	control	105.06403993112804
556	control	93.821845508163
557	control	92.6859066389126
558	control	93.51162718270568
559	control	105.91678213567445
560	control	93.68523278769605
561	control	104.34662285344619
562	control	131.13101197968157
563	control	113.06687055147539
564	control	95.10964701748239
565	control	118.01820883245918
566	control	93.87886940467673
567	control	69.4281319723322
568	control	84.87870533623894
569	control	71.93812118461216
570	control	94.72729773938038
571	control	100.27627568784328
572	control	125.14655968412924
573	control	104.90391060646245
574	control	96.71349206786704
575	control	112.44108371775233
576	control	66.83297036488173
577	control	103.53421837162848
578	control	111.5629779083045
579	control	77.82120631330238
580	control	117.15631064810394
581	control	105.07744611241621
582	control	93.77068129148797
583	control	109.49172799159427
584	control	134.06039286706593
585	control	102.72799382587743
586	control	103.72330879450504
587	control	93.10958650689633
588	control	87.25233445802812
589	control	112.45503724816368
590	control	87.15874261136699
591	control	101.07349355829089
592	control	92.83513829852325
593	control	107.18469738619588
594	control	105.00493157930423
595	control	115.56309916386849
596	control	92.3497540171788
597	control	95.95187597059943
598	control	85.3185442632654
599	control	93.33560109885832
600	control	105.65950739567279
601	control	111.35482924968028
602	control	86.16752013733561
603	control	113.0440888015849
604	control	120.33456788207427
605	control	106.20152354835551
606	control	128.151937188371
607	control	88.3931620134464
608	control	81.33017945032874
609	control	73.31919626643582
610	control	122.44066467233775
611	control	109.81548484531086
612	control	99.16622993634317
613	control	104.19952939479731
614	control	83.11766429052435
615	control	136.6862796942524
616	control	101.93831772962841
617	control	101.64092191907339
618	control	110.88649935848038
619	control	107.2151384760507
620	control	103.35826036418698
621	control	88.14288316832032
622	control	107.07202535703993
623	control	128.2303674471255
624	control	120.18130069232467
625	control	123.89779939959095
626	control	92.33176485353222
627	control	85.15592769612128
628	control	98.11319619850528
629	control	100.83587368433042
630	control	116.41287277706422
631	control	74.61303055427771
632	control	122.9432547919092
633	control	97.62988152131516
634	control	93.5967839507887
635	control	84.81843437109748
636	control	75.17714992201346
637	control	112.34755875942872
638	control	101.09976950782605
639	control	80.6505865038842
640	control	80.57381841904575
641	control	94.96322951064808
642	control	125.0353228793409
643	control	96.10612972954593
644	control	77.45285570322841
645	control	96.31385403871083
646	control	95.90914645378494
647	control	59.546700355876425
648	control	99.18557700223282
649	control	96.53598204686983
650	control	110.44309547220128
651	control	127.73434142418017
652	control	116.89847544321637
653	control	95.96666964167754
654	control	83.40211136887494
655	control	138.6003970487479
656	control	100.88827651021732
657	control	100.2089393786942
658	control	99.63812369334995
659	control	102.97127141151782
660	control	97.83459382114086
661	control	91.39506989679646
662	control	91.79711588139412
663	control	99.50870094676003
664	control	91.84862843299352
665	control	89.30731325984253
666	control	101.59645341537845
667	control	96.17534173868717
668	control	122.55989482874033
669	control	60.23545287410482
670	control	116.37260277883692
671	control	118.69127788746444
672	control	68.89914651387775
673	control	94.85968608879477
674	control	94.42838701006313
675	control	78.88732457923268
676	control	88.33274968613686
677	control	83.34136231801257
678	control	126.28405665135435
679	control	114.03517589721191
680	control	119.07332642491238
681	control	110.82508096064853
682	control	83.06422343174157
683	control	92.1321960058034
684	control	107.34061841841877
685	control	81.66808286662082
686	control	110.69497645258582
687	control	96.39511902762797
688	control	94.37768788675604
689	control	110.66439952305237
690	control	106.6639496722906
691	control	94.5855075127138
692	control	117.38994705046372
693	control	83.78405008600154
694	control	109.23903410416395
695	control	108.89651886952575
696	control	95.35680341029014
697	control	104.89199533363177
698	control	81.23329635422046
699	control	113.86040528810352
700	control	97.22646795335517
701	control	92.1591546922144
702	control	115.73513838755333
703	control	89.4348446418586
704	control	78.8730805545466
705	control	76.65056239714144
706	control	109.0901492701846
707	control	80.79355971255575
708	control	126.32191272976547
709	control	68.77105888174417
710	control	125.44684552435058
711	control	103.16526200803928
712	control	98.54930332194411
713	control	91.82621369786575
714	control	105.98704171528107
715	control	99.43547946362727
716	control	116.54952823024783
717	control	101.71341472993059
718	control	102.25452642192816
719	control	94.54581681679217
720	control	99.14581564418398
721	control	104.6170265333809
722	control	74.34747411015061
723	control	79.7772186684143
724	control	111.14896141034072
725	control	102.56298157191912
726	control	97.24024995470981
727	control	100.27650899598089
728	control	105.21372558042506
729	control	91.90360479535957
730	control	88.3254291189653
731	control	102.93767882646523
732	control	85.32440833577452
733	control	106.12379133571707
734	control	74.46124593643239
735	control	115.43733455988465
736	control	107.08896223619564
737	control	103.84044601470814
738	control	114.74036475918271
739	control	124.98211666693865
740	control	115.21555097527195
741	control	72.38688653002532
742	control	80.80634549896448
743	control	90.62772133456482
744	control	100.3913657531625
745	control	107.76488530703685
746	control	89.11384280269802
747	control	102.80150146715617
748	control	88.66925601470017
749	control	90.82723295512078
750	control	78.90008354727667
751	control	86.15150130833644
752	control	79.724730915755
753	control	85.36190120534
754	control	115.80462694911759
755	control	85.75901666752085
756	control	139.48573097256087
757	control	107.39976851321333
758	control	102.77254185542311
759	control	87.1246332972818
760	control	110.50464819113488
761	control	91.36543260643339
762	control	101.83014721968043
763	control	138.40126807403192
764	control	98.55910150413025
765	control	117.23909989428513
766	control	89.45235362311169
767	control	99.47517264254557
768	control	126.56200953453265
769	control	90.5954941331835
770	control	127.18672836995393
771	control	110.61627903183214
772	control	91.56299836158598
773	control	109.48611608583282
774	control	114.58831674440094
775	control	109.32714943325794
776	control	76.44662920164316
777	control	89.09294236262697
778	control	96.28722046672743
779	control	98.8834985634993
780	control	109.31008146326018
781	control	102.66551501399881
782	control	79.96983461934849
783	control	105.70296776508945
784	control	109.15878617925735
785	control	108.3968567189656
786	control	116.21171088331933
787	control	112.50883231823356
788	control	106.88770118842655
789	control	98.94751432812029
790	control	75.08558599726013
791	control	106.44427328698879
792	control	103.11531530744666
793	control	104.0736825579306
794	control	80.84877136269536
795	control	83.78415189387607
796	control	115.79729279999356
797	control	99.40667269215018
798	control	110.22251046058936
799	control	100.42477564195691
800	control	100.44634209243618
801	control	114.07425708963997
802	control	92.25932907673939
803	control	101.44181165411474
804	control	93.06587066942436
805	control	93.48255658851527
806	control	95.3624181479704
807	control	103.3320065745057
808	control	92.81877067504784
809	control	118.83634188360281
810	control	86.58089046670744
811	control	97.19692533757961
812	control	93.40403412588738
813	control	121.704668265306
814	control	102.94832164767362
815	control	115.47766809202952
816	control	77.71659440444542
817	control	104.00575398803889
818	control	113.34446193435156
819	control	101.23425983913137
820	control	115.98220562598027
821	control	92.24067324849442
822	control	121.1402116027837
823	control	134.48347185428875
824	control	94.55742159340511
825	control	93.31746217898842
826	control	121.80076715676552
827	control	123.69358218596068
828	control	92.15709959270097
829	control	93.69719774356214
830	control	95.7732308670924
831	control	79.83324233448585
832	control	86.22022080273703
833	control	84.93788849871898
834	control	88.48303652343807
835	control	99.47972668919829
836	control	103.5132209880478
837	control	123.25750739221115
838	control	85.02468938891813
839	control	114.76483597714875
840	control	96.79016733661737
841	control	99.2580443552135
842	control	110.12229238249905
843	control	83.15916967656553
844	control	105.73614619276076
845	control	102.49678312319584
846	control	107.38676896012224
847	control	104.33752965861727
848	control	136.8295020986634
849	control	90.43390023623026
850	control	92.03504567497274
851	control	90.65289210362853
852	control	91.66784321259618
853	control	90.43919309040223
854	control	117.83524796661328
855	control	121.30756371984782
856	control	91.43880559375785
857	control	87.51466640343656
858	control	107.07123334579606
859	control	91.71665433578544
860	control	109.49397726633266
861	control	103.04384531276949
862	control	77.26383827504152
863	control	123.21257801995093
864	control	126.93816509643283
865	control	90.80816964273421
866	control	94.18447660096024
867	control	104.28798086087357
868	control	105.01685184980538
869	control	109.87816409009245
870	control	130.15306808149523
871	control	97.34579158758926
872	control	88.0255413319232
873	control	79.31021157978209
874	control	89.0360494008712
875	control	99.50309540689304
876	control	126.91836795276681
877	control	92.23583051445743
878	control	103.35681927458347
879	control	99.75365655890872
880	control	117.82589910172126
881	control	137.90398638810433
882	control	92.03696840619519
883	control	92.65840836222667
884	control	115.66241315603608
885	control	110.22837234439467
886	control	127.7006098860405
887	control	108.75892277988946
888	control	94.61061863819411
889	control	108.85982246038463
890	control	116.63055370874362
891	control	112.30723271796046
892	control	107.60911046660947
893	control	116.00012034383731
894	control	117.5394338566851
895	control	120.7323848655629
896	control	109.73064831384464
897	control	97.49322879524719
898	control	102.20070529649985
899	control	118.09763449762535
900	control	87.74596493519147
901	control	105.53009963309351
902	control	94.09991781508958
903	control	100.43117234402226
904	control	119.17677793910948
905	control	102.86648602029855
906	control	100.69654822234223
907	control	79.60215788530121
908	control	111.19380349040831
909	control	109.68226271711613
910	control	132.44882084958192
911	control	95.38332647570499
912	control	103.28725491495908
913	control	103.74075525566133
914	control	123.66179919645211
915	control	98.57056701419572
916	control	104.18532288655508
917	control	109.11844764574809
918	control	102.79913684734537
919	control	93.30349578174207
920	control	102.91134989347461
921	control	116.10447624789659
922	control	84.6022705088341
923	control	101.99454511220314
924	control	89.4981877759124
925	control	117.92569943387264
926	control	77.15219642824337
927	control	91.61617229092617
928	control	105.65817812596781
929	control	123.4828604385151
930	control	99.01374608390519
931	control	91.67200709960203
932	control	128.21735604160887
933	control	78.27979149375633
934	control	67.01791065069878
935	control	106.60021675079999
936	control	92.46918663471084
937	control	84.6815077430393
938	control	110.6253467094903
939	control	103.65701070656799
940	control	91.53882053894907
941	control	80.79543401993658
942	control	113.08685992420217
943	control	109.75301766937991
944	control	98.51236204330925
945	control	127.69955494071499
946	control	83.94872850510771
947	control	77.11712243612891
948	control	89.62137895178134
949	control	99.31620975466754
950	control	103.65009173984038
951	control	96.38145913215506
952	control	105.28083094771445
953	control	81.22690863714334
954	control	121.65646906109889
955	control	98.76773232411146
956	control	116.75943747382192
957	control	105.14088019566556
958	control	106.85129828730676
959	control	108.54650920348305
960	control	106.71562840025973
961	control	109.64084139801315
962	control	119.93728795198646
963	control	102.94781754552206
964	control	110.63505636382769
965	control	98.6539645856916
966	control	121.6017582317421
967	control	89.85411546911095
968	control	127.01410649366224
969	control	99.39763074033485
970	control	78.53837346822928
971	control	101.92156622366184
972	control	89.78422513787679
973	control	112.60965323483086
974	control	90.21064031046413
975	control	93.3072485017783
976	control	71.65688903581703
977	control	93.21540521126386
978	control	63.64181010056565
979	control	76.24145764771416
980	control	111.40621984216446
981	control	111.78700237976248
982	control	106.38186342677447
983	control	85.4953578530618
984	control	99.2843296578703
985	control	99.94596191364147
986	control	82.62452966211185
987	control	122.55097452650726
988	control	113.16043435863507
989	control	96.68553739255503
990	control	100.40328758491796
991	control	103.12574211921329
992	control	69.37397697363565
993	control	96.29233926219105
994	control	89.77023628003302
995	control	84.97569985157627
996	control	95.78349560671067
997	control	126.96529790274283
998	control	109.61264291900514
999	control	91.43231515325805
1000	control	108.58874172034238
1001	control	120.99033154879004
1002	control	113.86950524369153
1003	control	100.89445554880261
1004	control	90.2959483344164
1005	control	110.47334970420386
1006	control	105.90228078132624
1007	control	113.42789830041599
1008	control	109.52757702522955
1009	control	115.74329072979003
1010	control	91.97147182659148
1011	control	119.76091098451488
1012	control	102.963994070386
1013	control	131.12891308937898
1014	control	89.66218272865649
1015	control	126.03945704747875
1016	control	102.96866175193972
1017	control	90.22872994578327
1018	control	92.74171248918518
1019	control	95.1947903770852
1020	control	106.36248919602875
1021	control	107.8425323205325
1022	control	91.39449994092132
1023	control	99.63468111608526
1024	control	132.13405537917794
1025	control	125.91314755151066
1026	control	106.54485504511048
1027	control	100.570052172523
1028	control	101.80046990077392
1029	control	109.20276959095625
1030	control	84.65811152202392
1031	control	96.13935193864982
1032	control	74.97123889183615
1033	control	105.98834683907918
1034	control	109.70793909554112
1035	control	92.75220306550939
1036	control	123.6098014493505
1037	control	81.61351505496488
1038	control	78.0343767968527
1039	control	103.36677727839958
1040	control	115.70647453918232
1041	control	125.25891537186803
1042	control	93.1167360569659
1043	control	116.18021250146944
1044	control	99.42237295748939
1045	control	97.41059050088771
1046	control	113.25489906230008
1047	control	109.78484317620129
1048	control	76.35411764523626
1049	control	122.14810524588844
1050	control	120.70137031221176
1051	control	90.61655947735706
1052	control	105.93705300156114
1053	control	107.41045279424108
1054	control	103.9101064873586
1055	control	91.7454226923187
1056	control	89.92564948092922
1057	control	99.61668893512832
1058	control	117.59093528889048
1059	control	108.15400231891648
1060	control	94.44078501870841
1061	control	111.57548065972517
1062	control	57.27186069054887
1063	control	117.23148550558156
1064	control	73.90429331832851
1065	control	94.56338587895301
1066	control	83.20495158060784
1067	control	80.57977786418641
1068	control	117.41240181067779
1069	control	92.98448198032163
1070	control	105.19755822596073
1071	control	99.29619131681224
1072	control	107.15561240834683
1073	control	101.15232836590383
1074	control	80.75511663717145
1075	control	114.94400229170711
1076	control	92.59365125258032
1077	control	76.65127152010373
1078	control	93.57827258551131
1079	control	122.51139685951466
1080	control	112.7533261317024
1081	control	94.7702179838821
1082	control	94.76113443522357
1083	control	95.17547423173926
1084	control	131.15121975341262
1085	control	105.7290317834733
1086	control	106.45062470786604
1087	control	115.45425181047763
1088	control	103.5818373853977
1089	control	96.11436781268945
1090	control	97.05475226372532
1091	control	98.92598110878905
1092	control	99.44166645235238
1093	control	110.9144431545547
1094	control	100.77918828710949
1095	control	110.98960115823368
1096	control	98.78925129837127
1097	control	101.17952785474137
1098	control	70.0269897320184
1099	control	113.74491512053723
1100	control	105.19732713846989
1101	control	114.97015164789478
1102	control	56.55616932709466
1103	control	131.3256205717109
1104	control	97.9061555776724
1105	control	116.62274225106275
1106	control	84.40141109311703
1107	control	109.19160857593855
1108	control	84.19876655239516
1109	control	90.64346558956292
1110	control	128.7104703080018
1111	control	97.1397639885498
1112	control	103.26149309769585
1113	control	113.05101596033131
1114	control	107.43522831958907
1115	control	102.25628357715365
1116	control	105.47441503699338
1117	control	136.05123377857413
1118	control	99.13571804449622
1119	control	103.01648570072452
1120	control	115.75981594011418
1121	control	116.58288899436975
1122	control	117.8054545834057
1123	control	109.58095333043777
1124	control	82.85492630904275
1125	control	124.50147298451644
1126	control	82.80481910471968
1127	control	104.5395319785855
1128	control	88.68586224970963
1129	control	99.0379248011051
1130	control	104.9314361545522
1131	control	104.8203582317541
1132	control	106.32881131352927
1133	control	124.20566903587971
1134	control	106.8030145227097
1135	control	96.33765047064027
1136	control	114.46130752432536
1137	control	117.8420573338696
1138	control	81.58588277294511
1139	control	108.96100104774787
1140	control	110.51759113466348
1141	control	95.53654744960012
1142	control	120.6356021996743
1143	control	97.7491661945121
1144	control	101.88364680207313
1145	control	97.40392263574195
1146	control	100.23368571372201
1147	control	83.55587369657198
1148	control	78.39923676108559
1149	control	123.91757594837458
1150	control	87.29557977522508
1151	control	85.1291147581554
1152	control	67.69914829594427
1153	control	90.41557378465747
